"C","N","Z","A","SYM","ORIG","Excess","unc1","BEA","unc2","btype","benergy","bunc","mass","munc","halflife","spin-parity","Qbeta","Qposi","Qec","Qalpha"
" ",141,98,239,"Cf ","  -a",58150.0,210.0,7507.0,1.0,"B+",3860.0,310.0,239.06242,230.0,"39 s","",0.0,2.838,3.86,7.815084
"0",149,91,240,"Pa ","   x",56800.0,300.0,7538.0,1.0,"B-",4090.0,300.0,240.06098,320.0,"None","None",4.085,0.0,0.0,2.865084
" ",148,92,240,"U  ","  +a",52715.0,5.0,7551.771,0.021,"B-",400.0,16.0,240.056592,6.0,"14.1 h","0+",0.4,-5.107,-4.085,3.840084
" ",147,93,240,"Np ","   +",52315.0,15.0,7550.18,0.06,"B-",2188.0,15.0,240.056162,16.0,"7.22 m","(1+)",2.188,-1.422,-0.4,4.540084
" ",146,94,240,"Pu ","    ",50127.0,1.8,7556.036,0.008,"  ","*","*",240.0538135,2.0,"6564 y","",-1.385,-3.21,-2.188,5.255783999999997
" ",145,95,240,"Am ","  +n",51512.0,14.0,7547.01,0.06,"B+",1385.0,14.0,240.0553,15.0,"50.8 h","(3-)",-0.21340000000000145,0.363,1.385,5.707084
" ",144,96,240,"Cm ","  -a",51725.4,2.3,7542.856,0.01,"B+",214.0,14.0,240.0555295,2.5,"27 d","",-3.9445999999999986,-0.8085999999999985,0.21340000000000145,6.397784000000004
" ",143,97,240,"Bk ","   -",55670.0,150.0,7523.0,1.0,"B+",3940.0,150.0,240.05976,160.0,"4.8 m","",-2.36,2.9225999999999988,3.9445999999999986,7.065084
" ",142,98,240,"Cf ","  -a",58030.0,200.0,7510.0,1.0,"B+",2370.0,250.0,240.0623,220.0,"1.06 m","",-6.17,1.338,2.36,7.715084
" ",141,99,240,"Es ","   x",64200.0,400.0,7481.0,2.0,"B+",6160.0,450.0,240.06892,430.0,"None","None",0.0,5.148,6.17,8.375084
"0",149,92,241,"U  ","   x",56200.0,300.0,7539.0,1.0,"B-",1940.0,310.0,241.06033,320.0,"None","None",1.94,0.0,0.0,3.575084
" ",148,93,241,"Np ","   +",54260.0,70.0,7544.26,0.29,"B-",1300.0,70.0,241.05825,80.0,"13.9 m","5/2+",1.303199999999997,-2.962,-1.94,4.195084
" ",147,94,241,"Pu ","    ",52956.8,1.8,7546.432,0.008,"B-",20.78,0.13,241.0568515,2.0,"14.35 y","5/2+",0.02080000000000291,-2.325199999999997,-1.303199999999997,5.139984000000001
" ",146,95,241,"Am ","    ",52936.0,1.8,7543.272,0.008,"  ","*","*",241.0568291,2.0,"432.2 y","5/2-",-0.7674000000000014,-1.0428000000000028,-0.02080000000000291,5.637783999999997
" ",145,96,241,"Cm ","    ",53703.4,2.2,7536.841,0.009,"B+",767.4,1.2,241.057653,2.3,"32.8 d","1/2+",-2.3965999999999985,-0.25459999999999855,0.7674000000000014,6.185183999999999
" ",144,97,241,"Bk ","   -",56100.0,200.0,7524.0,1.0,"B+",2400.0,200.0,241.06023,220.0,"4.6 m","(7/2+)",-3.26,1.3745999999999985,2.3965999999999985,7.105084
" ",143,98,241,"Cf ","  -a",59360.0,260.0,7507.0,1.0,"B+",3260.0,320.0,241.06373,270.0,"3.78 m","",-4.48,2.238,3.26,7.6550839999999996
" ",142,99,241,"Es ","  -a",63840.0,230.0,7485.0,1.0,"B+",4480.0,340.0,241.06854,240.0,"8 s","",0.0,3.458,4.48,8.315083999999999
"0",150,92,242,"U  ","  +a",58620.0,200.0,7532.0,1.0,"B-",1200.0,280.0,242.06293,220.0,"16.8 m","0+",1.2,0.0,0.0,3.5650839999999997
" ",149,93,242,"Np ","   +",57420.0,200.0,7533.4,0.8,"B-",2700.0,200.0,242.06164,210.0,"2.2 m","(1+)",2.7015999999999987,-2.222,-1.2,4.225084
" ",148,94,242,"Pu ","    ",54718.4,1.9,7541.321,0.008,"B-",-751.3,0.7,242.0587426,2.0,"3.733e+5 y","0+",-0.7512999999999956,-3.7235999999999985,-2.7015999999999987,4.984584
" ",147,95,242,"Am ","  -n",55469.7,1.8,7534.984,0.008,"B-",664.5,0.4,242.0595492,2.0,"141 y","5-",0.6645,-0.2707000000000044,0.7512999999999956,5.588483999999994
" ",146,96,242,"Cm ","  -a",54805.2,1.8,7534.497,0.008,"  ","*","*",242.05883580000003,2.0,"162.94 d","0+",-2.9348000000000027,-1.6865,-0.6645,6.215584
" ",145,97,242,"Bk ","   -",57740.0,200.0,7519.0,1.0,"B+",2930.0,200.0,242.06198,220.0,"7.0 m","",-1.6,1.912800000000003,2.9348000000000027,6.895084
" ",144,98,242,"Cf ","  -a",59340.0,40.0,7509.3,0.15,"B+",1600.0,200.0,242.0637,40.0,"3.49 m","0+",-5.63,0.578,1.6,7.515084
" ",143,99,242,"Es ","  -a",64970.0,330.0,7483.0,1.0,"B+",5630.0,330.0,242.06975,350.0,"13.5 s","",-3.43,4.608,5.63,8.255083999999998
" ",142,100,242,"Fm ","   x",68400.0,400.0,7465.0,2.0,"B+",3430.0,520.0,242.07343,430.0,"0.8 ms","0+",0.0,2.408,3.43,8.775084
"0",150,93,243,"Np ","  IT",59880.0,30.0,7525.0,0.0,"B-",2120.0,30.0,243.06428,30.0,"1.85 m","(5/2-)",2.124,0.0,0.0,4.1150839999999995
" ",149,94,243,"Pu ","    ",57756.0,3.0,7531.004,0.013,"B-",579.4,2.9,243.062003,3.0,"4.956 h","7/2+",0.5799000000000014,-3.146,-2.124,4.757183999999999
" ",148,95,243,"Am ","    ",57176.1,2.3,7530.169,0.009,"  ","*","*",243.0613811,2.5,"7370 y","5/2-",-0.0075,-1.6019000000000014,-0.5799000000000014,5.4387839999999965
" ",147,96,243,"Cm ","  -a",57183.6,2.1,7526.918,0.009,"B+",7.5,1.7,243.06138909999999,2.2,"29.1 y","5/2+",-1.5074000000000014,-1.0145,0.0075,6.168783999999997
" ",146,97,243,"Bk ","  -a",58691.0,5.0,7517.495,0.02,"B+",1508.0,5.0,243.063008,5.0,"4.5 h","(3/2-)",-2.259,0.48540000000000144,1.5074000000000014,6.874084
" ",145,98,243,"Cf ","  -a",60950.0,140.0,7505.0,1.0,"B+",2250.0,140.0,243.06543,150.0,"10.7 m","(1/2+)",-3.83,1.237,2.259,7.335084
" ",144,99,243,"Es ","  -a",64780.0,230.0,7486.0,1.0,"B+",3840.0,270.0,243.06955,250.0,"21 s","(3/2-)",-4.48,2.808,3.83,8.065084
" ",143,100,243,"Fm ","  -a",69260.0,220.0,7464.0,1.0,"B+",4480.0,320.0,243.07435,230.0,"0.18 s","",0.0,3.458,4.48,8.685084
"0",151,93,244,"Np ","   x",63200.0,300.0,7514.0,1.0,"B-",3400.0,300.0,244.06785,320.0,"2.29 m","(7-)",3.394,0.0,0.0,3.975084
" ",150,94,244,"Pu ","    ",59806.0,5.0,7524.817,0.021,"B-",-75.0,5.0,244.064204,5.0,"8.00e+7 y","0+",-0.075,-4.416,-3.394,4.666084
" ",149,95,244,"Am ","   +",59881.0,2.1,7521.301,0.009,"B-",1427.3,1.0,244.06428480000002,2.2,"10.1 h","(6-)",1.427300000000003,-0.947,0.075,5.141084
" ",148,96,244,"Cm ","  -a",58453.7,1.8,7523.944,0.007,"  ","*","*",244.06275259999998,2.0,"18.1 y","0+",-2.262300000000003,-2.4493000000000027,-1.427300000000003,5.901783999999997
" ",147,97,244,"Bk ","  -a",60716.0,14.0,7511.47,0.06,"B+",2262.0,14.0,244.065181,16.0,"4.35 h","(4-)",-0.7631999999999971,1.2403000000000028,2.262300000000003,6.779084
" ",146,98,244,"Cf ","  -a",61479.2,2.9,7505.132,0.012,"B+",764.0,15.0,244.066001,3.0,"19.4 m","0+",-4.550800000000003,-0.2588000000000029,0.7631999999999971,7.328883999999995
" ",145,99,244,"Es ","  -a",66030.0,180.0,7483.0,1.0,"B+",4550.0,180.0,244.07088,200.0,"37 s","",-2.98,3.528800000000003,4.550800000000003,7.935084
" ",144,100,244,"Fm ","  -a",69010.0,280.0,7468.0,1.0,"B+",2980.0,340.0,244.07408,300.0,"3.3 ms","0+",0.0,1.958,2.98,8.555083999999999
"0",151,94,245,"Pu ","  -n",63106.0,14.0,7513.58,0.06,"B-",1206.0,15.0,245.067747,15.0,"10.5 h","(9/2-)",1.206,0.0,0.0,4.481084
" ",150,95,245,"Am ","  +a",61900.0,3.0,7515.306,0.014,"B-",895.0,2.8,245.066452,4.0,"2.05 h","(5/2)+",0.8953000000000029,-2.228,-1.206,5.215084
" ",149,96,245,"Cm ","  -a",61004.7,2.1,7515.766,0.008,"  ","*","*",245.0654912,2.2,"8500 y","7/2+",-0.8107000000000044,-1.917300000000003,-0.8953000000000029,5.622983999999994
" ",148,97,245,"Bk ","  -a",61815.4,2.3,7509.264,0.009,"B+",810.7,1.7,245.0663616,2.5,"4.94 d","3/2-",-1.5715,-0.21129999999999563,0.8107000000000044,6.454484000000002
" ",147,98,245,"Cf ","  -a",63386.9,2.9,7499.657,0.012,"B+",1571.4,2.6,245.068049,3.0,"46.4 m","1/2+",-3.0530999999999984,0.5495,1.5715,7.258584
" ",146,99,245,"Es ","  -a",66440.0,200.0,7484.0,1.0,"B+",3050.0,200.0,245.07132,220.0,"1.1 m","(3/2-)",-3.78,2.0310999999999986,3.0530999999999984,7.915084
" ",145,100,245,"Fm ","  -a",70220.0,280.0,7465.0,1.0,"B+",3780.0,340.0,245.07539,300.0,"4.2 s","",-5.07,2.758,3.78,8.435084
" ",144,101,245,"Md ","  IT",75290.0,320.0,7441.0,1.0,"B+",5070.0,420.0,245.08083,350.0,"0.35 s","",0.0,4.048,5.07,9.025084
"0",152,94,246,"Pu ","    ",65395.0,15.0,7506.54,0.06,"B-",401.0,14.0,246.070205,16.0,"10.84 d","0+",0.4,0.0,0.0,4.350084
" ",151,95,246,"Am ","  IT",64995.0,18.0,7504.99,0.07,"B-",2376.0,18.0,246.069775,20.0,"39 m","(7-)",2.3765999999999985,-1.422,-0.4,5.150084
" ",150,96,246,"Cm ","    ",62618.4,2.1,7511.465,0.008,"  ","*","*",246.0672237,2.2,"4760 y","0+",-1.3515999999999986,-3.3985999999999987,-2.3765999999999985,5.475084
" ",149,97,246,"Bk ","   -",63970.0,60.0,7502.8,0.24,"B+",1350.0,60.0,246.06867,60.0,"1.80 d","2(-)",-0.12169999999999709,0.32959999999999856,1.3515999999999986,6.075384000000002
" ",148,98,246,"Cf ","  -a",64091.7,2.1,7499.115,0.009,"B+",120.0,60.0,246.0688053,2.2,"35.7 h","0+",-3.808300000000003,-0.9003000000000029,0.12169999999999709,6.861584
" ",147,99,246,"Es ","  -a",67900.0,220.0,7480.0,1.0,"B+",3810.0,220.0,246.0729,240.0,"7.7 m","",-2.24,2.786300000000003,3.808300000000003,7.735084
" ",146,100,246,"Fm ","  -a",70140.0,40.0,7468.17,0.16,"B+",2240.0,230.0,246.0753,40.0,"1.1 s","0+",-6.14,1.218,2.24,8.375084
" ",145,101,246,"Md ","  -a",76280.0,330.0,7440.0,1.0,"B+",6140.0,330.0,246.08189,350.0,"1.0 s","",0.0,5.118,6.14,8.885083999999999
"0",153,94,247,"Pu ","   x",69000.0,300.0,7494.0,1.0,"B-",1840.0,310.0,247.07407,320.0,"2.27 d","",1.85,0.0,0.0,0.0
" ",152,95,247,"Am ","   +",67150.0,100.0,7499.0,0.0,"B-",1620.0,100.0,247.07209,110.0,"23.0 m","(5/2)",1.616,-2.872,-1.85,4.845084
" ",151,96,247,"Cm ","    ",65534.0,4.0,7501.928,0.018,"B-",43.0,7.0,247.070354,5.0,"1.56e+7 y","9/2-",0.043,-2.638,-1.616,5.353084
" ",150,97,247,"Bk ","  -a",65491.0,6.0,7498.936,0.022,"  ","*","*",247.070307,6.0,"1380 y","(3/2-)",-0.646,-1.065,-0.043,5.889984000000001
" ",149,98,247,"Cf ","   -",66137.0,8.0,7493.15,0.03,"B+",646.0,6.0,247.071001,9.0,"3.11 h","(7/2+)",-2.473,-0.376,0.646,6.5284840000000015
" ",148,99,247,"Es ","  -a",68610.0,30.0,7480.0,0.0,"B+",2470.0,30.0,247.07366,30.0,"4.55 m","(7/2+)",-2.97,1.451,2.473,7.494084
" ",147,100,247,"Fm ","  -a",71580.0,140.0,7465.0,1.0,"B+",2970.0,150.0,247.07685,150.0,"35 s","",-4.46,1.948,2.97,8.205084
" ",146,101,247,"Md ","  IT",76040.0,320.0,7444.0,1.0,"B+",4460.0,350.0,247.08164,350.0,"1.12 s","",0.0,3.438,4.46,8.835083999999998
"0",153,95,248,"Am ","   +",70560.0,200.0,7487.0,1.0,"B-",3170.0,200.0,248.07575,220.0,"None","None",3.168,0.0,0.0,4.935084
" ",152,96,248,"Cm ","    ",67392.0,5.0,7496.731,0.02,"B-",-690.0,70.0,248.072349,5.0,"340e3 y","0+",-0.688,-4.19,-3.168,5.161084
" ",151,97,248,"Bk ","  IT",68080.0,70.0,7491.0,0.0,"B-",840.0,70.0,248.07309,80.0,"23.7 h","1(-)",0.84,-0.334,0.688,5.774084
" ",150,98,248,"Cf ","  -a",67240.0,5.0,7491.036,0.021,"  ","*","*",248.072185,6.0,"333.5 d","0+",-3.06,-1.862,-0.84,6.361384000000003
" ",149,99,248,"Es ","  -a",70300.0,50.0,7476.0,0.0,"B+",3060.0,50.0,248.07547,60.0,"27 m","(2-,0+)",-1.606,2.038,3.06,7.159084
" ",148,100,248,"Fm ","  -a",71906.0,12.0,7465.91,0.05,"B+",1610.0,50.0,248.077195,13.0,"36 s","0+",-5.244,0.584,1.606,8.001884000000002
" ",147,101,248,"Md ","  -a",77150.0,240.0,7442.0,1.0,"B+",5240.0,240.0,248.08282,260.0,"7 s","",-3.51,4.222,5.244,8.695084
" ",146,102,248,"No ","  -a",80660.0,300.0,7424.0,1.0,"B+",3520.0,380.0,248.0866,320.0,"None","None",0.0,2.488,3.51,9.225083999999999
"0",154,95,249,"Am ","   x",73100.0,300.0,7479.0,1.0,"B-",2350.0,300.0,249.07848,320.0,"None","None",2.35,0.0,0.0,0.0
" ",153,96,249,"Cm ","  -n",70750.0,5.0,7485.552,0.02,"B-",901.0,5.0,249.075953,5.0,"64.15 m","1/2(+)",0.9003999999999942,-3.372,-2.35,5.219084
" ",152,97,249,"Bk ","   +",69849.6,2.6,7486.027,0.01,"B-",124.0,1.4,249.07498669999998,2.8,"320 d","7/2+",0.124,-1.9223999999999941,-0.9003999999999942,5.524684000000006
" ",151,98,249,"Cf ","  -a",69725.6,2.2,7483.383,0.009,"  ","*","*",249.0748535,2.4,"351 y","9/2-",-1.4543999999999941,-1.146,-0.124,6.295984000000009
" ",150,99,249,"Es ","  -a",71180.0,30.0,7474.0,0.0,"B+",1450.0,30.0,249.07641,30.0,"102.2 m","(7/2+)",-2.44,0.4323999999999942,1.4543999999999941,6.939683999999998
" ",149,100,249,"Fm ","  -a",73620.0,100.0,7461.0,0.0,"B+",2440.0,110.0,249.07903,110.0,"2.6 m","(7/2+)",-3.71,1.418,2.44,7.808183999999998
" ",148,101,249,"Md ","  -a",77330.0,220.0,7443.0,1.0,"B+",3710.0,250.0,249.08301,240.0,"24 s","",-4.49,2.688,3.71,8.465084
" ",147,102,249,"No ","  -a",81820.0,340.0,7422.0,1.0,"B+",4490.0,410.0,249.08783,370.0,"None","None",0.0,3.468,4.49,9.175083999999998
"0",154,96,250,"Cm "," -nn",72989.0,11.0,7478.94,0.04,"B-",38.0,12.0,250.078357,12.0,"8.3e+3 y","0+",0.038,0.0,0.0,5.169084
" ",153,97,250,"Bk ","  +a",72951.0,4.0,7475.961,0.016,"B-",1780.0,3.0,250.078317,4.0,"3.212 h","2-",1.779199999999997,-1.06,-0.038,5.531084
" ",152,98,250,"Cf ","  -a",71171.8,2.1,7479.95,0.008,"  ","*","*",250.07640609999999,2.2,"13.08 y","0+",-2.058199999999997,-2.801199999999997,-1.779199999999997,6.128484000000001
" ",151,99,250,"Es ","   -",73230.0,100.0,7469.0,0.0,"B+",2060.0,100.0,250.07861,110.0,"8.6 h","(6+)",-0.844,1.0361999999999971,2.058199999999997,6.835084
" ",150,100,250,"Fm ","  -a",74074.0,12.0,7462.08,0.05,"B+",850.0,100.0,250.079521,13.0,"33 m","0+",-4.566,-0.178,0.844,7.5573840000000025
" ",149,101,250,"Md ","  -a",78640.0,300.0,7441.0,1.0,"B+",4560.0,300.0,250.08442,320.0,"52 s","",-2.88,3.544,4.566,8.315083999999999
" ",148,102,250,"No ","  -a",81520.0,200.0,7426.0,1.0,"B+",2880.0,360.0,250.08751,220.0,"0.25 ms","0+",0.0,1.858,2.88,8.955084
"0",155,96,251,"Cm ","   +",76648.0,23.0,7466.72,0.09,"B-",1420.0,20.0,251.082285,24.0,"16.8 m","(1/2+)",1.42,0.0,0.0,5.223084
" ",154,97,251,"Bk ","   +",75228.0,11.0,7469.26,0.04,"B-",1093.0,10.0,251.08076,12.0,"55.6 m","(3/2-)",1.093,-2.442,-1.42,5.653084
" ",153,98,251,"Cf ","  -a",74135.0,4.0,7470.502,0.018,"  ","*","*",251.079587,5.0,"898 y","1/2+",-0.377,-2.115,-1.093,6.1760839999999995
" ",152,99,251,"Es ","  -a",74512.0,6.0,7465.881,0.024,"B+",378.0,7.0,251.079992,7.0,"33 h","(3/2-)",-1.475,-0.645,0.377,6.596083999999999
" ",151,100,251,"Fm ","  -a",75987.0,8.0,7456.89,0.03,"B+",1474.0,7.0,251.081575,9.0,"5.30 h","(9/2-)",-3.043,0.453,1.475,7.425084
" ",150,101,251,"Md ","  -a",79030.0,200.0,7442.0,1.0,"B+",3040.0,200.0,251.08484,220.0,"4.0 m","",-3.88,2.021,3.043,7.995083999999999
" ",149,102,251,"No ","  -a",82910.0,180.0,7423.0,1.0,"B+",3890.0,270.0,251.08901,190.0,"0.76 s","",-4.99,2.858,3.88,8.905083999999999
" ",148,103,251,"Lr ","   x",87900.0,300.0,7400.0,1.0,"B+",4980.0,350.0,251.09436,320.0,"None","None",0.0,3.968,4.99,9.435084
"0",156,96,252,"Cm ","   x",79060.0,300.0,7460.0,1.0,"B-",520.0,360.0,252.08487,320.0,"2 d","0+",0.53,0.0,0.0,0.0
" ",155,97,252,"Bk ","   +",78530.0,200.0,7459.0,1.0,"B-",2500.0,200.0,252.08431,220.0,"None","None",2.496,-1.552,-0.53,5.545084
" ",154,98,252,"Cf ","  -a",76034.0,5.0,7465.349,0.02,"B-",-1260.0,50.0,252.081626,5.0,"2.645 y","0+",-1.256,-3.518,-2.496,6.217084
" ",153,99,252,"Es ","   -",77290.0,50.0,7457.24,0.2,"B-",480.0,50.0,252.08298,50.0,"471.7 d","(5-)",0.473,0.234,1.256,6.7850839999999994
" ",152,100,252,"Fm ","  -a",76817.0,6.0,7456.031,0.023,"  ","*","*",252.082467,6.0,"25.39 h","0+",-3.813,-1.495,-0.473,7.152083999999999
" ",151,101,252,"Md ","   x",80630.0,200.0,7438.0,1.0,"B+",3810.0,200.0,252.08656,210.0,"2.3 m","",-2.251,2.791,3.813,7.9050839999999996
" ",150,102,252,"No ","  -a",82881.0,13.0,7425.76,0.05,"B+",2250.0,200.0,252.088977,14.0,"2.27 s","0+",-5.959,1.229,2.251,8.550083999999998
" ",149,103,252,"Lr ","  -a",88840.0,250.0,7399.0,1.0,"B+",5960.0,250.0,252.09537,270.0,"0.36 s","",0.0,4.937,5.959,9.265083999999998
"0",156,97,253,"Bk ","  -a",80930.0,360.0,7451.0,1.0,"B-",1630.0,360.0,253.08688,390.0,"None","None",1.629,0.0,0.0,5.4050839999999996
" ",155,98,253,"Cf ","  -a",79301.0,6.0,7454.831,0.024,"B-",287.0,6.0,253.085133,7.0,"17.81 d","(7/2+)",0.2873000000000029,-2.651,-1.629,6.126084
" ",154,99,253,"Es ","  -a",79013.7,2.6,7452.874,0.01,"  ","*","*",253.08482469999998,2.8,"20.47 d","7/2+",-0.33630000000000293,-1.309300000000003,-0.2873000000000029,6.739183999999991
" ",153,100,253,"Fm ","  -a",79350.0,4.0,7448.455,0.015,"B+",336.0,3.0,253.085185,4.0,"3.00 d","(1/2)+",-1.95,-0.6856999999999971,0.33630000000000293,7.199483999999994
" ",152,101,253,"Md ","   x",81300.0,210.0,7438.0,1.0,"B+",1950.0,210.0,253.08728,220.0,"6 m","(1/2-)",-3.17,0.928,1.95,7.695084
" ",151,102,253,"No ","  -a",84470.0,100.0,7422.0,0.0,"B+",3170.0,230.0,253.09068,110.0,"1.62 m","(9/2-)",-4.22,2.148,3.17,8.425083999999998
" ",150,103,253,"Lr ","  -a",88690.0,220.0,7402.0,1.0,"B+",4220.0,250.0,253.09521,240.0,"1.5 s","",-5.1,3.198,4.22,8.935084
" ",149,104,253,"Rf ","  -a",93790.0,450.0,7379.0,2.0,"B+",5100.0,510.0,253.10069,490.0,"None","None",0.0,4.078,5.1,9.545084
"0",157,97,254,"Bk ","   x",84390.0,300.0,7440.0,1.0,"B-",3050.0,300.0,254.0906,320.0,"None","None",3.049,0.0,0.0,0.0
" ",156,98,254,"Cf ","  -a",81341.0,12.0,7449.23,0.05,"B-",-651.0,13.0,254.087323,13.0,"60.5 d","0+",-0.651,-4.071,-3.049,5.927084
" ",155,99,254,"Es ","  -a",81992.0,4.0,7443.584,0.017,"B-",1088.0,3.0,254.088022,5.0,"275.7 d","(7+)",1.087800000000003,-0.371,0.651,6.616084
" ",154,100,254,"Fm ","  -a",80904.2,2.8,7444.786,0.011,"  ","*","*",254.08685419999998,3.0,"3.240 h","0+",-2.605800000000003,-2.109800000000003,-1.087800000000003,7.307483999999994
" ",153,101,254,"Md ","   -",83510.0,100.0,7431.0,0.0,"B+",2610.0,100.0,254.08966,110.0,"None","None",-1.214,1.583800000000003,2.605800000000003,7.855084
" ",152,102,254,"No ","  -a",84724.0,18.0,7423.59,0.07,"B+",1210.0,100.0,254.090955,19.0,"51 s","0+",-5.126,0.192,1.214,8.225083999999999
" ",151,103,254,"Lr ","  -a",89850.0,340.0,7400.0,1.0,"B+",5120.0,340.0,254.09645,360.0,"13 s","",-3.47,4.104,5.126,8.785084
" ",150,104,254,"Rf ","  -a",93320.0,290.0,7384.0,1.0,"B+",3470.0,440.0,254.10018,310.0,"23 us","0+",0.0,2.448,3.47,9.375084
"0",157,98,255,"Cf ","   +",84810.0,200.0,7438.0,1.0,"B-",720.0,200.0,255.09105,220.0,"85 m","(7/2+)",0.721,0.0,0.0,5.737083999999999
" ",156,99,255,"Es ","  -a",84089.0,11.0,7437.82,0.04,"B-",290.0,10.0,255.090273,12.0,"39.8 d","(7/2+)",0.29,-1.743,-0.721,6.436084
" ",155,100,255,"Fm ","  -a",83799.0,5.0,7435.89,0.019,"  ","*","*",255.089962,5.0,"20.07 h","7/2+",-1.044,-1.312,-0.29,7.239084
" ",154,101,255,"Md ","  -a",84843.0,7.0,7428.729,0.026,"B+",1044.0,8.0,255.091083,7.0,"27 m","(7/2-)",-2.011,0.022,1.044,7.906084
" ",153,102,255,"No ","  -a",86854.0,10.0,7417.78,0.04,"B+",2011.0,9.0,255.093241,11.0,"3.1 m","(1/2+)",-3.206,0.989,2.011,8.442084
" ",152,103,255,"Lr ","  -a",90060.0,210.0,7402.0,1.0,"B+",3200.0,210.0,255.09668,220.0,"22 s","",-4.34,2.184,3.206,8.605084
" ",151,104,255,"Rf ","  -a",94400.0,180.0,7382.0,1.0,"B+",4340.0,270.0,255.10134,190.0,"1.5 s","(9/2-)",-5.64,3.318,4.34,9.065083999999999
" ",150,105,255,"Db ","  -a",100040.0,420.0,7357.0,2.0,"B+",5640.0,460.0,255.1074,450.0,"1.6 s","",0.0,4.618,5.64,9.715084
"0",158,98,256,"Cf ","   x",87040.0,300.0,7432.0,1.0,"B-",-150.0,310.0,256.09344,320.0,"12.3 m","0+",-0.15,0.0,0.0,5.555084
" ",157,99,256,"Es ","   +",87190.0,100.0,7428.0,0.0,"B-",1700.0,100.0,256.0936,110.0,"25.4 m","(1+,0-)",1.704,-0.872,0.15,6.235084
" ",156,100,256,"Fm ","  -a",85486.0,7.0,7431.783,0.028,"  ","*","*",256.091773,8.0,"157.6 m","0+",-2.134,-2.726,-1.704,7.027083999999999
" ",155,101,256,"Md ","  -a",87620.0,50.0,7420.41,0.21,"B+",2130.0,50.0,256.09406,60.0,"77 m","(1-)",-0.204,1.112,2.134,7.9050839999999996
" ",154,102,256,"No ","  -a",87824.0,8.0,7416.54,0.03,"B+",210.0,50.0,256.094283,8.0,"2.91 s","",-4.046,-0.818,0.204,8.582083999999998
" ",153,103,256,"Lr ","  -a",91870.0,220.0,7398.0,1.0,"B+",4050.0,220.0,256.09863,240.0,"27 s","",-2.366,3.024,4.046,8.815083999999999
" ",152,104,256,"Rf ","  -a",94236.0,24.0,7385.38,0.09,"B+",2360.0,220.0,256.101166,26.0,"6.4 ms","0+",-6.484,1.344,2.366,8.930083999999999
" ",151,105,256,"Db ","  -a",100720.0,290.0,7357.0,1.0,"B+",6480.0,290.0,256.10813,310.0,"1.6 s","",0.0,5.462,6.484,9.455084
"0",158,99,257,"Es ","  -a",89400.0,410.0,7422.0,2.0,"B-",810.0,410.0,257.09598,440.0,"7.7 d","",0.811,0.0,0.0,6.045084
" ",157,100,257,"Fm ","  -a",88589.0,6.0,7422.196,0.025,"  ","*","*",257.095105,7.0,"100.5 d","(9/2+)",-0.40719999999999706,-1.833,-0.811,6.863084
" ",156,101,257,"Md ","  -a",88996.2,2.8,7417.569,0.011,"B+",407.0,6.0,257.095541,3.0,"5.52 h","(7/2-)",-1.244800000000003,-0.6148000000000029,0.40719999999999706,7.557583999999999
" ",155,102,257,"No ","  -a",90241.0,22.0,7409.68,0.08,"B+",1244.0,22.0,257.096877,23.0,"25 s","(7/2+)",-2.499,0.2228000000000029,1.244800000000003,8.466083999999999
" ",154,103,257,"Lr ","  -a",92740.0,210.0,7397.0,1.0,"B+",2490.0,210.0,257.09956,220.0,"0.646 s","",-3.19,1.477,2.499,9.015083999999998
" ",153,104,257,"Rf ","  -a",95930.0,100.0,7381.0,0.0,"B+",3200.0,230.0,257.10299,110.0,"4.7 s","(1/2+)",-4.41,2.168,3.19,9.035084
" ",152,105,257,"Db ","  -a",100340.0,230.0,7361.0,1.0,"B+",4410.0,250.0,257.10772,240.0,"0.76 s","",0.0,3.388,4.41,9.225083999999999
"0",159,99,258,"Es ","   x",92700.0,300.0,7412.0,1.0,"B-",2280.0,360.0,258.09952,320.0,"None","None",2.27,0.0,0.0,5.885084
" ",158,100,258,"Fm ","  -a",90430.0,200.0,7418.0,1.0,"B-",-1260.0,200.0,258.09708,220.0,"370 us","0+",-1.258,-3.292,-2.27,6.664084
" ",157,101,258,"Md ","  -a",91688.0,5.0,7409.669,0.018,"B-",210.0,200.0,258.098431,5.0,"51.5 d","(8-)",0.208,0.236,1.258,7.271084
" ",156,102,258,"No ","  -a",91480.0,200.0,7407.0,1.0,"  ","*","*",258.09821,220.0,"1.2 ms","0+",-3.36,-1.23,-0.208,8.150884000000003
" ",155,103,258,"Lr ","  -a",94840.0,100.0,7391.0,0.0,"B+",3360.0,220.0,258.10181,110.0,"4.1 s","",-1.56,2.338,3.36,8.905083999999999
" ",154,104,258,"Rf ","  -a",96400.0,200.0,7382.0,1.0,"B+",1560.0,230.0,258.10349,220.0,"12 ms","0+",-5.35,0.538,1.56,9.251083999999999
" ",153,105,258,"Db ","  -a",101750.0,340.0,7359.0,1.0,"B+",5350.0,400.0,258.10923,370.0,"4.3 s","",-3.67,4.328,5.35,9.475083999999999
" ",152,106,258,"Sg ","  -a",105420.0,410.0,7341.0,2.0,"B+",3670.0,540.0,258.11317,450.0,"2.9 ms","0+",0.0,2.648,3.67,9.675083999999998
"0",159,100,259,"Fm ","  -a",93700.0,280.0,7407.0,1.0,"B-",80.0,350.0,259.1006,300.0,"1.5 s","",0.08,0.0,0.0,6.465084
